Date,HCR,LOP,CGR,GPR,FOS,DET,FAL,COT,DOR,BLU,FRN,GPR_FOS
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-02,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-03,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-04,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-05,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-06,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-07,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-08,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-09,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-10,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-11,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-12,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-13,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-14,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-15,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-16,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-17,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-18,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-19,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-20,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-21,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-22,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-23,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-24,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-25,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-26,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-27,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-28,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-29,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-30,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-05-31,90.0,149.0,68.0,116.0,12.0,146.0,49.0,13.0,29.0,39.0,59.0,128.0
2024-06-01,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-02,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-03,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-04,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-05,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-06,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-07,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-08,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-09,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-10,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-11,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-12,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-13,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-14,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-15,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-16,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-17,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-18,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-19,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-20,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-21,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-22,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-23,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-24,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-25,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-26,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-27,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-28,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-29,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-06-30,141.0,235.0,106.0,187.0,19.0,226.0,75.0,20.0,46.0,61.0,101.0,206.0
2024-07-01,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-02,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-03,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-04,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-05,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-06,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-07,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-08,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-09,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-10,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-11,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-12,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-13,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-14,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-15,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-16,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-17,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-18,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-19,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-20,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-21,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-22,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-23,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-24,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-25,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-26,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-27,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-28,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-29,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-30,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-07-31,209.0,348.0,157.0,280.0,28.0,336.0,111.0,30.0,68.0,90.0,154.0,308.0
2024-08-01,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-02,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-03,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-04,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-05,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-06,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-07,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-08,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-09,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-10,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-11,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-12,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-13,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-14,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-15,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-16,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-17,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-18,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-19,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-20,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-21,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-22,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-23,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-24,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-25,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-26,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-27,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-28,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-29,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-30,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-08-31,183.0,305.0,138.0,243.0,24.0,297.0,98.0,26.0,60.0,80.0,130.0,267.0
2024-09-01,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
2024-09-02,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
2024-09-03,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
2024-09-04,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
2024-09-05,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
2024-09-06,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
2024-09-07,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
2024-09-08,116.0,194.0,89.0,151.0,15.0,191.0,63.0,17.0,38.0,51.0,77.0,166.0
